file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
144128099.png,28,0.580771,949,582,1197,582,1197,857,949,857
103648046.png,22,0.748408,1191,227,1422,227,1422,470,1191,470
103648046.png,8,0.685644,1331,1009,1639,1009,1639,1080,1331,1080
103648046.png,4,0.576861,1191,227,1421,227,1421,470,1191,470
122652373.png,19,0.98303,769,92,1019,92,1019,317,769,317
122652373.png,24,0.637318,1021,665,1314,665,1314,935,1021,935
122652373.png,27,0.583413,1219,277,1466,277,1466,578,1219,578
164129306.png,13,0.985127,1232,466,1509,466,1509,725,1232,725
164129306.png,27,0.845105,917,477,1221,477,1221,924,917,924
164129306.png,24,0.51804,920,481,1228,481,1228,928,920,928
154732624.png,0,0.982682,1111,87,1371,87,1371,322,1111,322
105645794.png,19,0.972609,1277,452,1566,452,1566,713,1277,713
105645794.png,27,0.943312,964,658,1258,658,1258,934,964,934
105645794.png,1,0.7028,1339,1017,1672,1017,1672,1079,1339,1079
105645794.png,5,0.60541,405,0,652,0,652,231,405,231
183928410.png,27,0.982687,685,48,918,48,918,311,685,311
183928410.png,28,0.6271,943,0,1193,0,1193,104,943,104
183928410.png,24,0.621944,1108,0,1366,0,1366,325,1108,325
183928410.png,17,0.534719,947,0,1193,0,1193,109,947,109
144344109.png,25,0.982526,1220,252,1501,252,1501,551,1220,551
140203480.png,14,0.983992,848,342,1114,342,1114,584,848,584
135811709.png,5,0.9843,1108,40,1369,40,1369,271,1108,271
135811709.png,8,0.786469,1359,1004,1619,1004,1619,1079,1359,1079
161813927.png,0,0.984298,1017,0,1266,0,1266,199,1017,199
150731741.png,30,0.985452,701,47,945,47,945,268,701,268
150731741.png,8,0.685288,1331,1004,1586,1004,1586,1080,1331,1080
093005845.png,28,0.979604,413,453,673,453,673,743,413,743
093005845.png,0,0.581825,1285,1027,1628,1027,1628,1079,1285,1079
112105582.png,30,0.984355,398,257,647,257,647,497,398,497
112105582.png,1,0.867802,1337,1016,1590,1016,1590,1080,1337,1080
173146994.png,27,0.985309,1351,533,1636,533,1636,825,1351,825
173146994.png,8,0.749911,1262,1006,1680,1006,1680,1080,1262,1080
173146994.png,12,0.671981,1270,1006,1605,1006,1605,1079,1270,1079
153802186.png,7,0.983512,1060,0,1331,0,1331,243,1060,243
170121585.png,30,0.987295,655,63,894,63,894,286,655,286
170121585.png,27,0.939685,822,335,1099,335,1099,648,822,648
093404348.png,31,0.982526,1137,141,1393,141,1393,391,1137,391
093404348.png,1,0.861172,1539,880,1817,880,1817,1080,1539,1080
093404348.png,1,0.604367,1319,1011,1622,1011,1622,1079,1319,1079
122630655.png,25,0.98615,1153,79,1419,79,1419,358,1153,358
163958107.png,8,0.973209,397,289,644,289,644,520,397,520
140059686.png,10,0.984391,544,742,834,742,834,1025,544,1025
140059686.png,8,0.669813,1357,1004,1595,1004,1595,1079,1357,1079
113706568.png,1,0.902631,1331,1017,1611,1017,1611,1080,1331,1080
113706568.png,28,0.876873,1177,282,1457,282,1457,591,1177,591
113706568.png,33,0.552017,1175,282,1457,282,1457,588,1175,588
154606607.png,3,0.966598,1082,21,1331,21,1331,281,1082,281
154606607.png,1,0.589105,1300,1015,1600,1015,1600,1079,1300,1079
110200954.png,6,0.984893,1075,65,1337,65,1337,295,1075,295
110200954.png,1,0.883752,1327,1017,1641,1017,1641,1079,1327,1079
121726326.png,9,0.984219,1142,109,1392,109,1392,334,1142,334
121726326.png,8,0.705027,1354,1007,1651,1007,1651,1080,1354,1080
154636356.png,13,0.984264,1323,654,1625,654,1625,934,1323,934
095458342.png,29,0.875745,1269,556,1523,556,1523,819,1269,819
095458342.png,22,0.545088,1270,558,1525,558,1525,823,1270,823
114024752.png,3,0.935685,1081,58,1330,58,1330,310,1081,310
114024752.png,8,0.782471,1295,1024,1604,1024,1604,1079,1295,1079
121148705.png,25,0.986699,1306,426,1603,426,1603,739,1306,739
121148705.png,1,0.5334,1302,1013,1661,1013,1661,1079,1302,1079
092313173.png,1,0.986456,453,597,731,597,731,865,453,865
092313173.png,0,0.530216,1291,1026,1589,1026,1589,1080,1291,1080
120653162.png,17,0.975937,1152,72,1434,72,1434,364,1152,364
120653162.png,1,0.571444,1340,1011,1664,1011,1664,1079,1340,1079
120653162.png,8,0.567093,1340,1011,1679,1011,1679,1080,1340,1080
113516827.png,0,0.982767,1099,40,1353,40,1353,267,1099,267
113516827.png,1,0.904012,1340,1012,1663,1012,1663,1079,1340,1079
115715652.png,20,0.98511,1204,216,1471,216,1471,459,1204,459
115715652.png,22,0.968002,776,130,1033,130,1033,392,776,392
115715652.png,27,0.747152,775,131,1039,131,1039,394,775,394
115715652.png,1,0.624119,1328,1010,1613,1010,1613,1080,1328,1080
142159588.png,22,0.983933,792,154,1012,154,1012,393,792,393
142159588.png,27,0.968442,791,153,1009,153,1009,390,791,390
142159588.png,8,0.622642,1356,1004,1663,1004,1663,1079,1356,1079
115653559.png,30,0.983457,1130,132,1380,132,1380,361,1130,361
115653559.png,27,0.971202,684,55,951,55,951,352,684,352
115653559.png,1,0.620839,1332,1013,1660,1013,1660,1079,1332,1079
122637362.png,33,0.982474,738,42,981,42,981,305,738,305
122637362.png,3,0.959221,739,44,980,44,980,304,739,304
122637362.png,29,0.518425,740,44,981,44,981,306,740,306
112402757.png,33,0.982752,701,114,945,114,945,354,701,354
123034372.png,22,0.985243,757,126,976,126,976,360,757,360
123034372.png,8,0.792115,1353,1009,1597,1009,1597,1079,1353,1079
130744349.png,31,0.981925,1260,362,1532,362,1532,630,1260,630
130744349.png,27,0.519228,761,226,1174,226,1174,622,761,622
162059694.png,5,0.984897,754,108,1011,108,1011,352,754,352
105218503.png,32,0.966849,1404,570,1707,570,1707,872,1404,872
105218503.png,33,0.924089,1404,569,1706,569,1706,874,1404,874
093528685.png,19,0.981883,440,518,713,518,713,782,440,782
080326123.png,24,0.983044,784,344,1027,344,1027,631,784,631
080326123.png,8,0.622074,1289,1036,1621,1036,1621,1079,1289,1079
113800507.png,19,0.980981,711,101,960,101,960,330,711,330
113800507.png,1,0.867683,1339,1014,1621,1014,1621,1080,1339,1080
180652144.png,1,0.986761,859,616,1149,616,1149,887,859,887
180652144.png,5,0.967065,1260,470,1564,470,1564,729,1260,729
161841293.png,0,0.982454,1099,0,1346,0,1346,225,1099,225
161841293.png,27,0.860205,862,480,1146,480,1146,772,862,772
161841293.png,24,0.85238,859,480,1144,480,1144,773,859,773
161841293.png,22,0.638759,856,480,1148,480,1148,773,856,773
172420957.png,7,0.981629,321,213,592,213,592,497,321,497
172420957.png,15,0.767059,320,213,590,213,590,507,320,507
160024935.png,4,0.98438,816,260,1069,260,1069,535,816,535
150525446.png,25,0.983825,756,115,1013,115,1013,396,756,396
114122513.png,16,0.981572,1116,119,1401,119,1401,417,1116,417
114122513.png,1,0.730089,1326,1012,1652,1012,1652,1080,1326,1080
114722981.png,7,0.981111,1116,76,1396,76,1396,356,1116,356
114722981.png,1,0.86957,1340,1016,1622,1016,1622,1080,1340,1080
093921325.png,7,0.976099,1085,58,1360,58,1360,334,1085,334
134721515.png,6,0.983699,1144,62,1412,62,1412,298,1144,298
134721515.png,1,0.663436,1366,1000,1598,1000,1598,1080,1366,1080
094635660.png,18,0.983151,1039,119,1289,119,1289,349,1039,349
094635660.png,8,0.532091,1317,1009,1556,1009,1556,1079,1317,1079
124826120.png,23,0.979408,927,690,1182,690,1182,960,927,960
124826120.png,22,0.776906,928,692,1183,692,1183,963,928,963
124826120.png,8,0.556538,1305,1012,1605,1012,1605,1080,1305,1080
124742326.png,19,0.980491,454,539,752,539,752,805,454,805
124742326.png,8,0.613125,1355,1006,1618,1006,1618,1079,1355,1079
105228269.png,29,0.976596,1106,93,1349,93,1349,338,1106,338
105228269.png,1,0.751514,1334,1016,1645,1016,1645,1080,1334,1080
135644455.png,28,0.985367,720,20,966,20,966,277,720,277
122434858.png,0,0.982717,1219,299,1494,299,1494,548,1219,548
122434858.png,1,0.830791,1356,1007,1694,1007,1694,1079,1356,1079
172707252.png,0,0.983911,683,0,923,0,923,208,683,208
172707252.png,8,0.906134,1306,1010,1557,1010,1557,1080,1306,1080
172707252.png,15,0.890854,555,687,841,687,841,958,555,958
172707252.png,14,0.847719,554,686,843,686,843,959,554,959
115449615.png,5,0.983815,793,128,1058,128,1058,367,793,367
115449615.png,1,0.96714,426,281,696,281,696,550,426,550
115449615.png,8,0.758246,1343,1010,1627,1010,1627,1080,1343,1080
140400655.png,7,0.983685,771,114,1044,114,1044,404,771,404
085525780.png,16,0.986984,1059,31,1335,31,1335,325,1059,325
085525780.png,2,0.949001,859,475,1126,475,1126,766,859,766
170140124.png,30,0.982533,963,754,1260,754,1260,1062,963,1062
170140124.png,27,0.910049,710,87,1010,87,1010,411,710,411
092545988.png,33,0.772842,927,598,1228,598,1228,938,927,938
125323263.png,4,0.971507,429,325,657,325,657,574,429,574
125323263.png,33,0.853266,875,442,1307,442,1307,872,875,872
125323263.png,8,0.7072,1355,1007,1620,1007,1620,1080,1355,1080
105347005.png,16,0.98726,466,598,775,598,775,946,466,946
111950055.png,2,0.624239,942,398,1227,398,1227,703,942,703
111950055.png,33,0.618923,942,397,1227,397,1227,705,942,705
111950055.png,1,0.608378,1336,1013,1671,1013,1671,1079,1336,1079
120526637.png,14,0.982722,963,722,1259,722,1259,993,963,993
120526637.png,1,0.609212,1336,1012,1630,1012,1630,1079,1336,1079
120526637.png,8,0.544388,1337,1012,1635,1012,1635,1080,1337,1080
161006422.png,31,0.982997,427,391,677,391,677,654,427,654
161006422.png,27,0.959993,1469,827,1824,827,1824,1080,1469,1080
161006422.png,13,0.58649,1468,821,1823,821,1823,1080,1468,1080
161007744.png,31,0.983627,1111,76,1364,76,1364,315,1111,315
135545089.png,15,0.982056,1094,63,1354,63,1354,284,1094,284
144500933.png,9,0.958371,1242,306,1510,306,1510,550,1242,550
144213492.png,5,0.985642,1250,315,1534,315,1534,573,1250,573
144213492.png,33,0.973131,472,430,741,430,741,713,472,713
150328943.png,20,0.987136,474,495,743,495,743,757,474,757
150914188.png,9,0.982519,434,427,698,427,698,675,434,675
150914188.png,1,0.656249,433,427,698,427,698,676,433,676
135715720.png,9,0.960138,727,27,968,27,968,243,727,243
135715720.png,19,0.825603,726,27,966,27,966,242,726,242
110618501.png,19,0.976926,1252,362,1533,362,1533,617,1252,617
110618501.png,8,0.772532,1342,1015,1621,1015,1621,1079,1342,1079
110618501.png,27,0.686076,690,39,1015,39,1015,346,690,346
110618501.png,1,0.509542,1343,1015,1588,1015,1588,1080,1343,1080
132959245.png,8,0.986265,1409,696,1709,696,1709,967,1409,967
082628197.png,31,0.96196,1164,393,1446,393,1446,662,1164,662
082628197.png,33,0.959233,1164,392,1446,392,1446,661,1164,661
173148593.png,0,0.982638,1233,388,1512,388,1512,648,1233,648
173148593.png,27,0.944617,1002,0,1263,0,1263,230,1002,230
173148593.png,33,0.85032,613,0,829,0,829,125,613,125
173148593.png,22,0.79627,614,0,830,0,830,129,614,129
081110250.png,33,0.984651,725,152,971,152,971,414,725,414
081110250.png,8,0.636962,1306,1016,1589,1016,1589,1080,1306,1080
105803506.png,18,0.982447,893,378,1166,378,1166,625,893,625
110716010.png,6,0.974747,753,130,1012,130,1012,375,753,375
110716010.png,1,0.859607,1330,1017,1659,1017,1659,1080,1330,1080
140233595.png,31,0.984232,883,382,1146,382,1146,645,883,645
105911741.png,17,0.983208,1100,92,1385,92,1385,389,1100,389
105911741.png,1,0.892463,1327,1017,1599,1017,1599,1079,1327,1079
110903616.png,6,0.985518,1215,366,1506,366,1506,625,1215,625
110903616.png,1,0.627616,1332,1016,1658,1016,1658,1079,1332,1079
171537851.png,27,0.977987,1148,220,1427,220,1427,495,1148,495
171537851.png,29,0.920823,404,347,645,347,645,616,404,616
171537851.png,22,0.501223,1154,217,1429,217,1429,491,1154,491
144752748.png,30,0.983558,348,310,598,310,598,553,348,553
114650906.png,7,0.98382,874,317,1162,317,1162,621,874,621
114650906.png,1,0.609276,1340,1015,1588,1015,1588,1079,1340,1079
093344217.png,7,0.581273,757,149,1034,149,1034,479,757,479
093344217.png,11,0.569609,759,149,1034,149,1034,480,759,480
093344217.png,0,0.527574,1287,1026,1609,1026,1609,1079,1287,1079
112437862.png,6,0.986,953,731,1263,731,1263,1013,953,1013
165229780.png,7,0.985216,427,368,714,368,714,681,427,681
165229780.png,8,0.840416,1293,1004,1596,1004,1596,1080,1293,1080
082203561.png,16,0.986856,466,655,772,655,772,1005,466,1005
082203561.png,8,0.831484,1300,1036,1594,1036,1594,1079,1300,1079
155522727.png,28,0.985919,1175,186,1440,186,1440,463,1175,463
155522727.png,27,0.674455,829,143,1110,143,1110,591,829,591
161840898.png,0,0.979242,1075,0,1320,0,1320,168,1075,168
161840898.png,5,0.977464,1075,0,1316,0,1316,167,1075,167
161840898.png,27,0.885764,819,383,1100,383,1100,667,819,667
161840898.png,22,0.87004,820,384,1106,384,1106,669,820,669
123712953.png,21,0.985765,776,128,1049,128,1049,432,776,432
123712953.png,8,0.789452,1354,1007,1665,1007,1665,1079,1354,1079
161514250.png,15,0.984232,675,53,920,53,920,278,675,278
161514250.png,8,0.695047,1337,1000,1560,1000,1560,1080,1337,1080
093308630.png,8,0.982954,1445,787,1750,787,1750,1065,1445,1065
110027390.png,29,0.982265,1040,52,1280,52,1280,293,1040,293
104537359.png,31,0.98409,1270,419,1551,419,1551,684,1270,684
104537359.png,8,0.652128,1325,1018,1656,1018,1656,1079,1325,1079
102541167.png,19,0.980201,465,465,734,465,734,727,465,727
102541167.png,8,0.801049,1337,1011,1632,1011,1632,1080,1337,1080
094608991.png,32,0.976945,1121,226,1396,226,1396,484,1121,484
094608991.png,33,0.959257,1121,225,1395,225,1395,481,1121,481
094608991.png,27,0.542952,912,472,1231,472,1231,942,912,942
143018331.png,24,0.982011,1156,112,1390,112,1390,378,1156,378
162219423.png,20,0.986801,886,442,1163,442,1163,699,886,699
162219423.png,27,0.859501,1024,680,1358,680,1358,1080,1024,1080
162219423.png,33,0.757623,735,67,963,67,963,304,735,304
075343870.png,33,0.985134,1170,245,1433,245,1433,512,1170,512
093448738.png,14,0.961645,426,437,694,437,694,689,426,689
093448738.png,10,0.555269,428,437,694,437,694,688,428,688
114713929.png,12,0.982224,553,45,781,45,781,267,553,267
114713929.png,1,0.804592,1348,1014,1646,1014,1646,1079,1348,1079
100844280.png,5,0.983944,1083,94,1347,94,1347,337,1083,337
100844280.png,8,0.905525,1323,1008,1591,1008,1591,1080,1323,1080
124118184.png,33,0.984218,803,225,1056,225,1056,489,803,489
124118184.png,8,0.906791,1357,1006,1612,1006,1612,1079,1357,1079
172330650.png,3,0.976595,297,48,535,48,535,304,297,304
172330650.png,5,0.972323,664,0,907,0,907,123,664,123
172330650.png,9,0.947809,876,511,1158,511,1158,778,876,778
172330650.png,27,0.891648,985,0,1213,0,1213,88,985,88
172330650.png,9,0.866717,1099,84,1363,84,1363,317,1099,317
172330650.png,15,0.858571,1098,83,1362,83,1362,315,1098,315
172330650.png,15,0.841358,875,509,1157,509,1157,776,875,776
172330650.png,20,0.505787,1098,83,1362,83,1362,315,1098,315
100933091.png,12,0.982471,728,72,971,72,971,290,728,290
100933091.png,8,0.842174,1321,1008,1599,1008,1599,1079,1321,1079
113200089.png,0,0.983396,747,55,993,55,993,281,747,281
113200089.png,11,0.694215,1062,827,1569,827,1569,1079,1062,1079
131645653.png,24,0.983424,490,385,731,385,731,679,490,679
131645653.png,8,0.70841,1353,1003,1602,1003,1602,1080,1353,1080
161548182.png,18,0.984038,706,117,954,117,954,348,706,348
140232039.png,31,0.981782,1124,85,1377,85,1377,323,1124,323
130324446.png,29,0.978034,435,52,653,52,653,283,435,283
130324446.png,13,0.666411,764,284,1025,284,1025,527,764,527
130324446.png,5,0.578791,764,284,1023,284,1023,529,764,529
114257610.png,14,0.925301,1254,339,1530,339,1530,584,1254,584
114257610.png,1,0.907919,1339,1016,1641,1016,1641,1080,1339,1080
114257610.png,6,0.825337,1253,338,1529,338,1529,581,1253,581
133859860.png,33,0.970438,725,0,975,0,975,223,725,223
133859860.png,19,0.968997,1337,494,1627,494,1627,757,1337,757
133859860.png,15,0.961658,725,0,975,0,975,218,725,218
133859860.png,6,0.956723,1336,494,1626,494,1626,756,1336,756
134109434.png,7,0.98204,695,71,969,71,969,345,695,345
124648294.png,24,0.983772,1175,74,1404,74,1404,338,1175,338
124648294.png,8,0.884677,1359,1004,1632,1004,1632,1080,1359,1080
112947465.png,22,0.97686,1120,155,1341,155,1341,382,1120,382
112947465.png,27,0.963654,1121,154,1342,154,1342,384,1121,384
112947465.png,1,0.788563,1340,1014,1650,1014,1650,1079,1340,1079
142351764.png,3,0.611192,1125,19,1372,19,1372,268,1125,268
112656477.png,29,0.981546,1075,125,1320,125,1320,375,1075,375
112656477.png,22,0.966674,962,756,1262,756,1262,1079,962,1079
112656477.png,8,0.912022,1289,1021,1547,1021,1547,1080,1289,1080
120309404.png,5,0.984219,752,72,1007,72,1007,304,752,304
120309404.png,27,0.974522,1083,896,1432,896,1432,1079,1083,1079
120309404.png,1,0.590582,1329,1012,1669,1012,1669,1080,1329,1080
122550070.png,1,0.793214,1348,1007,1708,1007,1708,1080,1348,1080
122550070.png,26,0.744645,1124,121,1396,121,1396,408,1124,408
122550070.png,11,0.55873,1590,889,1920,889,1920,1080,1590,1080
075348205.png,16,0.986608,700,200,985,200,985,499,700,499
075348205.png,8,0.659868,1291,1035,1624,1035,1624,1079,1291,1079
075348205.png,12,0.511442,1289,1035,1622,1035,1622,1079,1289,1079
125840973.png,6,0.985077,1122,100,1390,100,1390,338,1122,338
125840973.png,8,0.783464,1361,1003,1626,1003,1626,1080,1361,1080
181620452.png,10,0.985962,405,378,675,378,675,632,405,632
073006756.png,8,0.985718,781,341,1035,341,1035,581,781,581
073006756.png,8,0.510491,1303,1029,1620,1029,1620,1080,1303,1080
075539870.png,18,0.985978,1212,495,1495,495,1495,752,1212,752
125038028.png,26,0.984438,1297,369,1590,369,1590,675,1297,675
125038028.png,8,0.881779,1351,1005,1583,1005,1583,1079,1351,1079
175925983.png,22,0.972385,517,786,811,786,811,1080,517,1080
175925983.png,33,0.953579,406,532,671,532,671,803,406,803
175925983.png,15,0.898579,1093,0,1358,0,1358,230,1093,230
175925983.png,27,0.671913,713,166,960,166,960,429,713,429
175925983.png,21,0.640516,1093,0,1358,0,1358,231,1093,231
175925983.png,26,0.629618,1094,0,1358,0,1358,235,1094,235
175925983.png,22,0.577519,713,165,961,165,961,430,713,430
175925983.png,33,0.513846,712,165,960,165,960,427,712,427
150643684.png,5,0.984757,734,85,989,85,989,327,734,327
150643684.png,27,0.88449,1044,0,1290,0,1290,153,1044,153
093957497.png,32,0.86095,1092,72,1341,72,1341,335,1092,335
093957497.png,29,0.780182,1093,73,1341,73,1341,322,1093,322
093957497.png,3,0.50326,1093,72,1342,72,1342,327,1093,327
131755820.png,31,0.98461,1146,124,1396,124,1396,368,1146,368
131755820.png,33,0.979832,977,633,1293,633,1293,988,977,988
131755820.png,21,0.90571,977,634,1293,634,1293,988,977,988
131755820.png,1,0.77636,1331,1000,1684,1000,1684,1080,1331,1080
143231755.png,20,0.986273,919,575,1210,575,1210,852,919,852
155801132.png,13,0.983624,1123,193,1382,193,1382,436,1123,436
161009912.png,18,0.984126,1218,290,1487,290,1487,540,1218,540
144850367.png,14,0.982898,786,231,1042,231,1042,469,786,469
092426478.png,16,0.986591,698,95,973,95,973,387,698,387
090409803.png,29,0.961194,305,147,551,147,551,397,305,397
090409803.png,3,0.952072,306,146,552,146,552,402,306,402
155657540.png,29,0.982258,375,181,615,181,615,429,375,429
121148003.png,13,0.985477,921,545,1198,545,1198,803,921,803
121148003.png,8,0.73412,1343,1011,1642,1011,1642,1079,1343,1079
133345310.png,33,0.985167,1169,153,1426,153,1426,419,1169,419
133345310.png,8,0.734279,1342,1009,1651,1009,1651,1079,1342,1079
084117386.png,4,0.985225,669,73,911,73,911,331,669,331
101207705.png,16,0.986632,1161,162,1451,162,1451,469,1161,469
173240351.png,10,0.985204,463,591,741,591,741,858,463,858
173240351.png,8,0.771703,1278,1007,1523,1007,1523,1079,1278,1079
162908695.png,28,0.98081,434,389,695,389,695,686,434,686
162908695.png,32,0.950216,1368,618,1697,618,1697,929,1368,929
162908695.png,9,0.629922,1368,616,1696,616,1696,928,1368,928
124740587.png,18,0.98582,965,625,1252,625,1252,892,965,892
124740587.png,8,0.521543,1351,1002,1672,1002,1672,1080,1351,1080
093206058.png,5,0.984821,1108,176,1382,176,1382,423,1108,423
093206058.png,13,0.954399,670,107,929,107,929,370,670,370
093206058.png,22,0.869195,669,109,934,109,934,368,669,368
093206058.png,8,0.850646,1318,1017,1595,1017,1595,1080,1318,1080
093337114.png,31,0.984002,731,171,979,171,979,419,731,419
093337114.png,8,0.84771,1319,1009,1612,1009,1612,1080,1319,1080
172038823.png,3,0.970312,311,128,556,128,556,379,311,379
172038823.png,27,0.961917,751,146,1016,146,1016,410,751,410
091835196.png,13,0.98174,745,174,997,174,997,413,745,413
155033361.png,20,0.984277,1203,266,1476,266,1476,515,1203,515
155033361.png,27,0.964361,880,437,1166,437,1166,707,880,707
142801952.png,7,0.983282,1137,31,1409,31,1409,302,1137,302
145956885.png,27,0.983443,735,18,970,18,970,276,735,276
160652274.png,15,0.984997,745,122,1001,122,1001,352,745,352
160306469.png,15,0.98354,753,62,1001,62,1001,290,753,290
160306469.png,8,0.611029,1326,1002,1564,1002,1564,1079,1326,1079
135342652.png,18,0.979844,1129,181,1388,181,1388,413,1129,413
093650081.png,5,0.985761,1110,164,1377,164,1377,411,1110,411
123930317.png,3,0.974814,738,11,979,11,979,268,738,268
130626225.png,19,0.98329,1329,493,1625,493,1625,755,1329,755
130626225.png,6,0.894205,1328,492,1624,492,1624,750,1328,750
130626225.png,8,0.542767,1341,1008,1596,1008,1596,1080,1341,1080
110448846.png,10,0.982129,821,386,1092,386,1092,633,821,633
110448846.png,8,0.801638,1306,1012,1610,1012,1610,1080,1306,1080
150732379.png,5,0.985253,1100,15,1359,15,1359,248,1100,248
150732379.png,8,0.525047,1359,1002,1584,1002,1584,1080,1359,1080
120548297.png,21,0.98613,1143,176,1427,176,1427,488,1143,488
120548297.png,27,0.951357,1003,694,1307,694,1307,993,1003,993
120548297.png,8,0.832172,1344,1010,1636,1010,1636,1079,1344,1079
094903052.png,0,0.984704,678,130,933,130,933,362,678,362
094903052.png,27,0.964964,1014,0,1266,0,1266,171,1014,171
104732594.png,17,0.978949,428,458,751,458,751,786,428,786
104732594.png,1,0.567936,1330,1017,1619,1017,1619,1079,1330,1079
125256032.png,28,0.984636,751,63,1001,63,1001,323,751,323
125256032.png,27,0.862134,1127,98,1394,98,1394,393,1127,393
125256032.png,8,0.817208,1357,1007,1629,1007,1629,1080,1357,1080
155400400.png,32,0.982765,890,434,1170,434,1170,711,890,711
104445026.png,22,0.97398,424,393,652,393,652,629,424,629
104445026.png,11,0.935592,1025,870,1372,870,1372,1080,1025,1080
104445026.png,8,0.584235,1320,1018,1653,1018,1653,1079,1320,1079
104445026.png,1,0.522476,1317,1018,1655,1018,1655,1079,1317,1079
122725931.png,23,0.98587,1108,169,1339,169,1339,407,1108,407
142943851.png,33,0.983781,790,113,1034,113,1034,376,790,376
142943851.png,27,0.972997,1081,0,1329,0,1329,186,1081,186
142943851.png,19,0.849838,499,539,773,539,773,804,499,804
142943851.png,1,0.655693,1367,1000,1597,1000,1597,1080,1367,1080
142943851.png,30,0.63071,500,540,773,540,773,807,500,807
142943851.png,5,0.616328,501,540,773,540,773,807,501,807
065331262.png,33,0.98472,879,695,1168,695,1168,1001,879,1001
065331262.png,1,0.568745,1299,1018,1584,1018,1584,1080,1299,1080
112544888.png,11,0.923696,1226,274,1526,274,1526,632,1226,632
112544888.png,1,0.731598,1342,1015,1574,1015,1574,1080,1342,1080
181533188.png,27,0.984121,906,642,1189,642,1189,944,906,944
175859391.png,30,0.98321,696,64,931,64,931,287,696,287
175859391.png,21,0.974505,252,0,491,0,491,178,252,178
175859391.png,1,0.972487,414,487,682,487,682,746,414,746
175859391.png,15,0.829125,254,0,489,0,489,174,254,174
175859391.png,28,0.66605,932,613,1222,613,1222,929,932,929
175859391.png,9,0.645987,413,485,680,485,680,746,413,746
175859391.png,1,0.579091,1287,1010,1579,1010,1579,1080,1287,1080
110611112.png,17,0.979058,447,447,763,447,763,774,447,774
110611112.png,1,0.754423,1330,1017,1660,1017,1660,1079,1330,1079
111036083.png,24,0.983689,1244,255,1487,255,1487,537,1244,537
111036083.png,27,0.689646,760,29,1007,29,1007,286,760,286
111036083.png,1,0.655348,1332,1014,1674,1014,1674,1080,1332,1080
114757634.png,24,0.978954,430,367,682,367,682,653,430,653
114757634.png,8,0.815406,1341,1015,1608,1015,1608,1080,1341,1080
114757634.png,1,0.508149,1323,1015,1654,1015,1654,1079,1323,1079
101515330.png,19,0.971265,769,266,1024,266,1024,497,769,497
101515330.png,9,0.616544,768,265,1023,265,1023,498,768,498
085749102.png,13,0.980478,1106,93,1358,93,1358,329,1106,329
085749102.png,5,0.933166,1107,93,1356,93,1356,327,1107,327
085749102.png,8,0.646214,1315,1012,1590,1012,1590,1080,1315,1080
092620345.png,19,0.985229,458,557,734,557,734,825,458,825
092620345.png,1,0.531564,1324,1012,1604,1012,1604,1079,1324,1079
172207643.png,15,0.978015,1291,507,1583,507,1583,766,1291,766
172207643.png,6,0.934084,1292,508,1586,508,1586,768,1292,768
111751503.png,8,0.982556,1120,92,1366,92,1366,313,1120,313
091352104.png,26,0.977484,1122,139,1392,139,1392,422,1122,422
091352104.png,17,0.842998,845,471,1127,471,1127,793,845,793
091352104.png,33,0.601379,1122,140,1393,140,1393,420,1122,420
091352104.png,0,0.537669,1282,1027,1643,1027,1643,1079,1282,1079
150350541.png,25,0.986704,812,136,1077,136,1077,425,812,425
100419085.png,10,0.977373,446,485,719,485,719,739,446,739
100419085.png,0,0.612907,1320,1018,1638,1018,1638,1079,1320,1079
151728065.png,4,0.985367,762,22,1000,22,1000,282,762,282
151728065.png,24,0.980833,1494,768,1747,768,1747,1079,1494,1079
092257009.png,20,0.985475,855,549,1139,549,1139,819,855,819
083204323.png,6,0.963731,532,781,846,781,846,1079,532,1079
083204323.png,7,0.958155,532,781,847,781,847,1080,532,1080
083204323.png,0,0.592674,1294,1029,1599,1029,1599,1079,1294,1079
172529940.png,27,0.983691,362,317,614,317,614,588,362,588
143741021.png,14,0.983204,1237,253,1506,253,1506,500,1237,500
143741021.png,8,0.699975,1356,1001,1604,1001,1604,1080,1356,1080
144424861.png,6,0.984192,1234,311,1522,311,1522,573,1234,573
095430742.png,11,0.985289,489,285,768,285,768,625,489,625
095430742.png,8,0.652192,1313,1017,1608,1017,1608,1080,1313,1080
155231127.png,12,0.970545,1232,226,1467,226,1467,465,1232,465
155231127.png,22,0.527651,1233,227,1467,227,1467,465,1233,465
164651423.png,8,0.981002,749,279,997,279,997,517,749,517
164651423.png,27,0.976674,1298,505,1577,505,1577,789,1298,789
120521428.png,11,0.984608,1312,506,1632,506,1632,873,1312,873
090737325.png,16,0.984982,1068,18,1347,18,1347,304,1068,304
125350829.png,3,0.958223,342,152,586,152,586,396,342,396
125350829.png,29,0.902794,344,151,587,151,587,400,344,400
085741120.png,16,0.733828,489,562,791,562,791,945,489,945
085741120.png,0,0.565342,1284,1028,1625,1028,1625,1079,1284,1079
085741120.png,10,0.548181,488,562,790,562,790,943,488,943
111213116.png,33,0.984772,1330,564,1617,564,1617,851,1330,851
111213116.png,1,0.613533,1323,1016,1689,1016,1689,1079,1323,1079
071722808.png,13,0.982074,1095,183,1350,183,1350,423,1095,423
